deployment_id,deployment_type,workload_type,cpu_cores,memory_gb,cpu_utilization,memory_utilization,startup_time_seconds,overhead_factor,datacenter_location,pue,renewable_energy_pct,deployment_duration_hours,auto_scaling_enabled,scale_events_per_day,network_io_gbps,storage_io_iops,storage_type,energy_consumption_kwh,carbon_emissions_kg_co2eq,resource_efficiency_score,month_deployed,cost_per_hour_usd
deploy_03741,vm,ml_training,32,16,0.95,0.37,20.42,0.168,Australia,1.45,0.48,6105.72,False,,0.478,5989.6,nvme,5108.6781,1858.8633,74.07,4,1.7758
deploy_03742,container,api_gateway,1,8,0.54,,0.59,0.047,US_East,1.5,0.389,4713.21,True,4.0,,8226.0,ssd,171.1776,41.8297,63.32,10,0.1442
deploy_03743,container,microservice,32,4,0.372,0.677,2.28,-0.008,EU_Central,1.32,0.185,1325.66,False,0.0,5.008,5703.3,ssd,475.7103,135.6185,65.4,2,1.6759
deploy_03744,container,ml_training,8,2,0.578,0.872,1.57,0.029,US_West,1.24,0.375,7050.89,True,6.0,0.481,9195.6,ssd,784.5116,147.1899,78.42,1,0.4485
deploy_03745,container,api_gateway,8,128,0.602,,4.87,0.039,EU_Central,1.5,0.614,7080.61,True,4.0,2.088,9164.5,nvme,3495.5293,451.9494,62.73,6,1.7372
deploy_03746,container,ml_training,1,1,0.742,,4.84,0.02,EU_Central,1.27,0.584,4743.54,True,5.0,4.285,,hdd,85.3079,12.4141,86.07,2,0.1028
deploy_03747,vm,api_gateway,1,32,0.358,0.15,38.75,0.178,Canada,1.16,0.447,1905.58,False,0.0,0.509,9567.2,hdd,113.4209,9.409,43.48,9,0.4488
deploy_03748,container,database,4,16,0.268,0.85,2.54,0.063,Australia,1.56,0.356,1037.34,False,0.0,0.223,6770.6,ssd,80.9786,34.8588,64.34,8,0.4113
deploy_03749,container,data_processing,1,16,0.95,0.506,4.92,0.047,US_East,1.48,0.267,545.6,False,0.0,1.57,8064.3,hdd,38.442,11.2664,81.77,9,0.2658
deploy_03750,vm,streaming,16,16,0.169,0.1,21.52,0.155,US_West,1.35,0.241,2812.71,False,0.0,4.165,7308.5,hdd,498.767,113.5184,35.11,3,1.0131
deploy_03751,vm,database,2,64,0.299,,17.94,0.229,Australia,1.37,0.321,2953.02,True,5.0,0.489,4717.5,hdd,380.83,180.9436,62.12,9,0.7665
deploy_03752,vm,data_processing,4,4,0.942,0.435,30.27,0.228,EU_Central,1.33,0.274,2159.37,False,0.0,0.308,5842.9,nvme,230.3978,58.5449,73.88,1,0.2521
deploy_03753,vm,data_processing,32,8,0.29,0.739,27.71,0.177,US_East,1.34,0.616,8404.22,True,6.0,2.106,8766.5,nvme,3314.4459,509.2596,58.47,3,1.72
deploy_03754,vm,streaming,4,64,0.681,0.522,,0.371,Australia,1.34,0.789,7013.6,True,6.0,0.05,9188.8,hdd,1884.3705,278.9319,61.77,5,0.8867
deploy_03755,container,microservice,16,128,0.493,0.454,3.87,0.038,EU_Central,1.17,0.513,870.64,False,0.0,,3054.0,hdd,380.6349,64.8678,62.18,11,2.1247
deploy_03756,container,ml_training,16,128,0.95,0.587,2.81,0.047,Asia_Pacific,1.62,0.373,700.32,True,1.0,0.546,7171.2,hdd,569.9277,214.3624,84.18,5,2.1305
deploy_03757,container,ml_training,2,32,0.768,0.864,5.55,0.045,Canada,0.99,0.216,6444.85,False,0.0,1.135,,hdd,526.7015,61.9076,85.31,4,0.4376
deploy_03758,vm,ml_training,2,4,0.1,0.731,98.11,0.215,US_West,1.32,0.794,5145.79,False,0.0,0.959,366.9,ssd,115.9175,7.18,49.48,12,0.2055
deploy_03759,vm,batch_processing,2,64,0.374,0.743,11.35,0.216,Australia,1.42,0.281,6885.16,False,0.0,15.588,1662.3,hdd,1117.2927,531.7173,60.75,8,0.7504
deploy_03760,vm,ml_training,1,2,0.95,,36.02,0.103,Canada,1.53,0.324,901.07,True,4.0,0.254,6924.8,hdd,27.8164,2.8193,91.9,12,
deploy_03761,vm,data_processing,32,64,0.562,,42.07,0.212,Asia_Pacific,1.44,0.577,7539.46,False,0.0,0.067,5333.0,ssd,5551.1742,1409.2373,66.69,12,2.2576
deploy_03762,container,batch_processing,16,1,0.916,0.84,0.71,0.03,Nordic,1.34,0.724,7669.74,False,0.0,9.267,2221.2,ssd,2412.4037,66.5538,90.93,2,0.8375
deploy_03763,container,database,4,1,0.529,0.9,5.79,0.034,Canada,1.43,0.748,6407.69,True,5.0,0.071,4336.0,hdd,394.6056,14.9082,77.11,3,0.2776
deploy_03764,vm,ml_training,32,16,0.766,0.663,83.52,0.255,Canada,1.14,0.633,6187.82,True,4.0,0.109,8183.3,nvme,3789.604,208.8384,72.84,1,1.846
deploy_03765,container,api_gateway,32,2,0.322,0.345,9.91,0.075,Nordic,1.49,0.197,6326.83,True,3.0,1.94,833.3,hdd,2783.9628,223.4252,50.94,3,1.6785
deploy_03766,vm,batch_processing,16,16,0.52,0.422,,0.216,EU_Central,1.48,0.237,2129.8,False,0.0,13.68,7970.0,hdd,,184.828,,4,1.0577
deploy_03767,container,streaming,4,128,,0.537,2.22,0.083,EU_Central,1.38,0.152,7190.64,False,0.0,0.455,6190.8,hdd,2742.4228,800.8256,71.77,7,1.5165
deploy_03768,vm,batch_processing,2,4,0.567,0.86,28.39,0.288,Asia_Pacific,1.51,0.553,5636.54,False,0.0,0.482,8325.4,nvme,289.8641,,69.84,10,0.1717
deploy_03769,container,api_gateway,8,32,0.66,0.378,1.52,0.028,US_East,1.38,0.16,1111.6,True,5.0,0.577,4769.0,hdd,255.3327,85.8174,66.91,4,0.7663
deploy_03770,vm,data_processing,8,2,,0.211,32.42,0.032,Australia,1.38,0.474,1488.11,True,6.0,3.699,8570.0,ssd,162.3057,59.8122,53.48,3,0.5006
deploy_03771,vm,microservice,4,64,0.464,0.55,,0.144,Australia,1.37,0.131,198.26,False,0.0,0.067,1079.5,hdd,36.5836,22.2422,60.73,11,
deploy_03772,container,database,2,128,0.538,0.9,7.34,0.015,Australia,1.58,0.616,5290.85,False,0.0,2.183,2734.2,ssd,1639.8778,,78.08,10,1.4363
deploy_03773,container,batch_processing,16,64,,0.9,2.2,0.05,Australia,1.53,0.293,4196.82,True,4.0,0.229,843.1,nvme,2394.5321,1185.7552,93.5,1,1.4523
deploy_03774,container,streaming,16,8,0.939,0.748,3.01,0.046,US_East,1.44,0.771,1137.38,True,3.0,0.087,1312.7,nvme,418.4404,38.3008,88.59,4,0.9516
deploy_03775,container,api_gateway,16,4,0.476,0.366,18.24,0.071,Nordic,1.17,0.462,8584.08,False,0.0,19.27,5882.2,nvme,1909.3762,102.6774,57.89,9,0.9352
deploy_03776,container,batch_processing,8,16,0.719,0.68,2.64,0.037,US_West,1.3,0.297,7148.03,True,4.0,1.148,4994.9,nvme,1177.0906,248.1433,78.04,1,
deploy_03777,vm,database,4,64,0.314,0.405,24.16,0.048,US_West,1.39,0.326,1678.4,True,4.0,0.213,1921.3,nvme,248.3044,47.2373,53.28,7,0.9341
deploy_03778,container,web_service,32,128,0.219,0.632,11.94,0.043,Asia_Pacific,1.39,0.23,5055.73,False,0.0,0.572,1875.0,ssd,2449.6524,1131.8954,56.45,5,2.9092
deploy_03779,container,microservice,1,8,0.364,0.366,5.85,0.083,US_West,1.52,0.28,4739.98,False,0.0,1.109,3862.2,ssd,158.776,34.2996,53.04,10,0.1793
deploy_03780,container,web_service,1,64,0.801,0.472,0.66,0.024,US_East,1.29,0.279,1260.14,False,0.0,32.707,3146.4,nvme,212.3449,59.1497,75.46,7,0.7069
deploy_03781,container,batch_processing,4,32,,0.562,,0.045,EU_Central,1.39,0.415,2545.2,False,0.0,2.387,4808.7,hdd,443.6995,90.7725,83.52,3,0.5832
deploy_03782,container,database,4,4,0.35,0.9,,0.053,Nordic,1.2,0.294,,False,0.0,0.14,4247.9,ssd,188.2451,12.7564,69.4,7,0.3054
deploy_03783,container,data_processing,8,4,0.745,,4.02,0.06,US_East,1.44,0.672,7708.3,False,0.0,1.793,8478.8,nvme,1239.5692,162.4034,,5,0.4681
deploy_03784,container,database,8,32,0.507,0.736,,0.084,Canada,1.21,0.737,4855.94,False,0.0,4.553,4142.9,nvme,764.3736,30.0984,69.83,2,0.8128
deploy_03785,container,streaming,32,4,0.496,0.42,2.9,0.057,Asia_Pacific,1.37,,4766.04,False,,0.272,3054.1,nvme,2174.5592,938.0048,60.74,1,1.6715
deploy_03786,container,web_service,2,128,0.331,0.595,6.54,0.072,US_West,1.17,0.643,3756.78,True,10.0,17.496,7869.8,nvme,714.576,76.5161,58.93,10,1.3998
deploy_03787,container,cache_service,16,4,0.432,0.9,9.08,0.028,Australia,1.55,0.509,7897.12,False,0.0,1.427,7405.0,ssd,1884.7051,647.5394,73.44,3,0.8678
deploy_03788,vm,api_gateway,8,2,0.314,0.574,30.82,,US_West,1.15,0.21,4005.4,True,9.0,0.137,9159.4,ssd,343.6617,81.4688,,4,0.4455
deploy_03789,vm,cache_service,1,4,0.113,0.9,31.29,0.306,Canada,1.29,0.755,700.5,True,4.0,,9664.7,hdd,10.3254,0.3789,52.31,12,0.1796
deploy_03790,container,ml_training,8,2,0.95,0.9,2.03,0.051,Australia,1.36,0.598,1821.03,True,11.0,0.31,2017.8,hdd,310.518,87.428,93.46,12,0.47
deploy_03791,vm,batch_processing,4,1,0.261,0.391,36.86,0.117,Asia_Pacific,1.4,0.554,8735.57,False,0.0,0.063,8378.7,ssd,407.1777,109.01,48.64,2,0.2781
deploy_03792,container,microservice,1,1,0.252,0.616,2.23,0.036,Nordic,1.1,0.377,3068.27,True,4.0,0.194,3182.5,nvme,30.5427,1.9022,57.51,10,0.1538
deploy_03793,vm,web_service,1,64,0.313,0.301,26.23,0.195,Nordic,1.33,0.133,2206.83,False,0.0,0.366,2070.1,nvme,260.2762,22.5581,45.72,11,0.7591
deploy_03794,vm,streaming,2,32,0.95,0.484,16.93,0.236,US_West,1.38,0.843,5206.18,True,8.0,,7180.5,nvme,803.6252,37.8874,75.45,2,0.5014
deploy_03795,container,streaming,4,1,0.651,0.539,3.22,0.068,Canada,1.09,0.217,6027.84,True,5.0,2.739,8212.3,nvme,329.4955,38.6778,70.15,5,0.2959
deploy_03796,container,api_gateway,8,1,0.578,0.268,2.63,0.105,Asia_Pacific,1.61,0.46,4569.15,False,0.0,0.313,9009.4,hdd,792.5586,257.0163,58.03,4,0.4746
deploy_03797,container,api_gateway,8,128,0.401,0.395,2.27,0.034,US_West,1.16,0.221,5943.11,False,0.0,1.454,1568.3,ssd,1680.1421,392.5317,56.88,4,1.7154
deploy_03798,vm,api_gateway,1,1,0.467,0.36,31.92,0.062,US_East,1.41,0.412,,True,,1.533,342.3,nvme,24.2406,5.6982,57.63,9,0.1216
deploy_03799,container,api_gateway,2,4,0.711,0.538,2.0,0.047,US_West,1.25,0.437,5604.22,True,3.0,23.26,,hdd,258.7337,43.7272,73.18,2,
deploy_03800,container,cache_service,16,64,0.322,0.9,2.05,0.043,EU_Central,,0.485,2002.25,True,2.0,1.468,9284.6,hdd,523.4745,94.3161,68.61,11,1.5324
deploy_03801,vm,data_processing,2,4,0.551,0.776,30.79,0.182,EU_Central,,,2353.65,True,6.0,3.989,6483.9,ssd,92.8151,27.5346,69.88,10,0.2008
deploy_03802,container,streaming,32,1,0.618,0.688,0.54,0.03,US_East,1.45,0.689,2747.98,False,0.0,0.109,6930.2,nvme,1451.7683,180.6701,74.46,11,1.6568
deploy_03803,container,web_service,1,64,0.503,0.116,3.74,0.034,EU_Central,1.26,0.28,5597.1,False,0.0,1.827,1635.9,ssd,677.9019,,52.56,4,0.7358
deploy_03804,container,data_processing,4,64,0.95,0.632,4.63,0.054,Asia_Pacific,1.36,0.844,5004.92,False,0.0,1.176,7846.0,hdd,1416.0564,121.1377,85.33,6,0.9002
deploy_03805,vm,streaming,4,4,0.85,0.485,18.99,,EU_Central,1.32,0.121,1996.11,True,3.0,1.649,3618.1,nvme,201.119,60.3086,71.8,6,0.2515
deploy_03806,container,api_gateway,2,128,0.669,0.328,2.7,0.027,Nordic,1.2,0.685,3260.76,False,0.0,8.273,2772.2,nvme,999.5331,31.521,65.77,1,1.4453
deploy_03807,container,api_gateway,16,64,0.464,0.345,1.16,0.066,US_East,1.42,0.549,882.81,True,3.0,4.748,2016.9,nvme,358.1039,64.5627,56.91,1,1.4998
deploy_03808,container,data_processing,1,2,0.95,0.583,2.91,0.042,Nordic,1.3,0.143,1780.92,False,0.0,1.67,8098.3,nvme,44.1857,3.7849,84.23,4,0.1112
deploy_03809,vm,ml_training,32,4,0.95,0.583,11.4,0.175,Nordic,1.27,0.201,8499.46,False,0.0,2.867,5386.2,ssd,6303.0198,477.5833,80.22,7,1.7211
deploy_03810,vm,cache_service,4,1,0.288,0.9,40.4,0.328,US_East,1.51,0.759,7820.65,False,0.0,0.862,6760.7,ssd,446.632,42.9868,58.67,11,0.2478
deploy_03811,vm,database,4,4,0.21,0.158,37.14,0.069,Australia,1.36,0.498,,False,0.0,2.912,1113.4,hdd,231.1206,,41.03,5,0.2901
deploy_03812,vm,data_processing,1,32,0.238,0.842,14.94,,US_West,1.42,0.636,8658.31,False,0.0,,1888.2,nvme,627.0295,65.311,55.09,6,0.4287
deploy_03813,container,batch_processing,16,8,0.95,0.793,6.27,0.077,Canada,1.21,0.695,2465.52,False,0.0,1.94,670.9,nvme,794.0196,36.3044,89.5,10,0.967
deploy_03814,vm,microservice,32,1,0.307,0.349,48.51,0.226,US_West,1.26,0.266,4209.43,True,4.0,6.329,1798.9,nvme,1613.1984,355.3928,45.97,10,1.6695
deploy_03815,container,database,4,32,0.408,0.772,1.12,0.064,Asia_Pacific,1.54,0.589,2552.98,False,0.0,0.066,3419.9,hdd,303.6128,74.9146,67.56,10,0.5406
deploy_03816,container,ml_training,4,16,0.95,0.656,1.82,0.031,EU_Central,1.27,0.186,424.69,False,0.0,0.271,5358.0,ssd,52.0238,14.1024,86.75,7,0.3702
deploy_03817,container,web_service,4,128,0.279,0.791,2.67,0.025,US_East,1.45,0.423,8428.7,False,0.0,0.475,2328.8,ssd,1957.9242,451.7911,64.14,12,1.5031
deploy_03818,vm,data_processing,4,1,0.18,0.527,14.56,0.252,Canada,1.34,,2773.46,True,6.0,0.224,7133.4,ssd,123.268,10.6806,45.44,5,0.2797
deploy_03819,container,microservice,4,2,0.443,0.73,1.61,0.046,US_West,1.39,0.248,6322.49,True,9.0,14.569,3654.8,nvme,378.1361,85.3406,68.23,4,0.2766
deploy_03820,container,web_service,1,8,0.651,0.494,3.49,0.073,Australia,1.81,0.194,3289.73,True,,0.77,850.2,nvme,149.5705,84.3515,68.67,12,0.2176
deploy_03821,vm,database,16,32,0.227,0.427,18.29,0.168,EU_Central,1.31,0.244,2504.88,False,0.0,2.291,3538.0,nvme,512.9025,135.6445,46.84,4,1.1541
deploy_03822,container,web_service,1,2,0.403,0.517,3.14,0.05,Nordic,1.24,0.122,8193.99,False,0.0,4.41,8104.0,hdd,118.3404,10.3946,60.17,11,0.1349
deploy_03823,vm,batch_processing,1,8,0.34,0.453,17.38,0.144,Australia,1.49,0.727,6558.1,False,0.0,1.963,7217.4,hdd,191.7527,35.6218,52.82,6,0.2154
deploy_03824,container,streaming,8,8,0.845,0.9,8.57,0.041,Asia_Pacific,1.51,0.595,,False,0.0,0.146,3795.0,ssd,1327.523,322.8782,89.56,5,
deploy_03825,container,batch_processing,32,4,0.794,0.582,,0.04,Canada,1.32,0.116,4571.75,True,4.0,1.139,1693.0,ssd,2619.4759,347.2923,78.03,3,1.6584
deploy_03826,vm,data_processing,4,1,,0.151,49.33,0.157,Asia_Pacific,,0.516,6755.94,True,3.0,0.052,7901.0,ssd,383.1705,111.2507,42.57,11,
deploy_03827,container,streaming,16,1,0.95,0.706,0.89,0.032,Nordic,1.08,0.65,7158.32,False,0.0,1.023,8761.0,hdd,1867.2838,65.3775,88.21,10,0.8707
deploy_03828,vm,data_processing,4,32,0.711,0.1,10.83,0.16,Nordic,1.21,0.378,1542.41,True,4.0,0.222,1006.7,nvme,223.5356,13.3646,56.64,8,0.5582
deploy_03829,container,database,4,64,0.59,0.9,2.16,0.048,Asia_Pacific,1.47,0.514,6979.49,False,0.0,0.05,3870.8,ssd,1438.6157,419.8031,79.17,4,0.8621
deploy_03830,container,microservice,1,16,0.122,0.635,4.97,0.043,US_West,,0.165,5953.95,True,3.0,0.089,425.6,ssd,167.8001,42.0492,52.64,3,0.2444
deploy_03831,vm,database,16,16,0.706,,60.87,0.259,Canada,,0.707,6885.83,True,2.0,3.977,3857.9,nvme,2414.5709,105.9629,65.55,11,1.0229
deploy_03832,vm,streaming,16,32,0.614,0.1,16.51,0.264,Nordic,1.23,0.677,5908.33,True,6.0,0.958,1587.0,hdd,2166.3446,65.9859,49.64,8,1.1477
deploy_03833,container,cache_service,1,1,0.392,0.892,2.31,0.053,Asia_Pacific,1.52,0.424,3470.49,True,13.0,1.181,5584.6,ssd,57.1681,18.8044,70.84,7,0.139
deploy_03834,container,database,16,32,0.616,0.818,1.46,0.053,Nordic,,0.166,3725.85,True,6.0,0.217,8372.4,nvme,1079.5843,90.076,77.57,10,1.1435
deploy_03835,container,data_processing,2,16,0.41,0.821,1.0,0.046,Canada,1.18,0.425,5378.69,False,,6.873,,hdd,241.7983,20.8423,69.61,9,0.3375
deploy_03836,container,web_service,32,2,0.483,0.591,1.51,0.072,Canada,1.23,0.751,389.37,True,3.0,0.306,7741.6,hdd,158.1699,5.9135,64.9,4,1.6764
deploy_03837,container,streaming,4,64,0.71,0.609,2.08,0.108,US_East,1.45,0.229,214.61,True,6.0,5.851,4580.9,ssd,51.7201,15.9508,73.44,10,0.9272
deploy_03838,container,data_processing,4,128,0.95,0.832,,0.062,US_West,1.45,0.672,2440.41,True,4.0,35.962,5310.0,ssd,1195.0994,112.4265,91.12,6,1.5074
deploy_03839,container,data_processing,32,4,0.122,0.803,1.55,0.057,Australia,1.39,0.758,4031.15,False,0.0,3.858,4922.5,nvme,1115.5205,189.1443,57.26,12,1.6773
deploy_03840,container,database,8,128,0.321,0.849,1.14,0.064,Asia_Pacific,1.46,0.744,6767.61,False,0.0,0.537,168.9,hdd,2082.4582,319.3277,66.41,1,1.7375
deploy_03841,vm,ml_training,2,1,0.91,0.537,46.74,0.218,Australia,1.39,,5298.51,True,3.0,0.119,9710.0,nvme,292.1593,167.6256,,8,0.1987
deploy_03842,vm,microservice,1,16,0.285,0.322,52.92,0.191,Nordic,1.16,0.293,,False,0.0,23.311,8166.6,nvme,115.988,8.1947,45.35,4,0.2308
deploy_03843,container,web_service,2,8,0.791,0.81,10.72,0.064,Nordic,,0.22,7133.12,True,7.0,0.043,3042.1,hdd,416.0433,30.4102,,8,0.2366
deploy_03844,container,data_processing,8,8,0.95,0.742,0.85,0.026,Nordic,1.14,0.672,7272.03,False,0.0,3.718,3481.1,hdd,1118.784,36.7226,89.49,1,0.5765
deploy_03845,vm,batch_processing,2,64,0.802,0.75,65.76,0.232,Australia,1.61,0.677,4287.06,False,0.0,0.083,7647.8,hdd,1154.4703,260.8916,77.63,12,0.8083
deploy_03846,container,streaming,2,64,0.915,0.597,1.1,0.046,Asia_Pacific,1.42,0.773,5678.74,False,0.0,2.411,795.2,ssd,1251.2054,170.2449,83.09,11,0.7632
deploy_03847,vm,web_service,32,4,0.391,0.438,23.28,0.299,Canada,1.21,0.649,281.55,True,4.0,0.35,1985.6,hdd,124.1807,6.5336,49.84,1,1.7368
deploy_03848,vm,data_processing,32,4,0.746,0.9,36.8,,Canada,,0.298,4976.62,False,0.0,0.572,2128.2,hdd,3545.1584,355.3026,78.6,7,1.6807
deploy_03849,container,ml_training,16,2,0.95,0.9,9.3,0.09,Canada,1.23,,4638.71,True,5.0,1.728,3013.5,hdd,1459.0397,,92.3,12,0.8884
deploy_03850,container,batch_processing,1,32,0.767,0.391,5.87,0.026,Asia_Pacific,1.39,0.56,276.41,True,4.0,0.724,7806.6,ssd,26.9554,6.8742,71.62,7,0.3876
deploy_03851,container,database,2,128,0.446,0.7,3.32,0.059,Nordic,1.39,0.268,907.82,False,0.0,0.24,5788.2,ssd,233.504,,67.04,4,1.4785
deploy_03852,container,batch_processing,16,128,,,8.24,0.02,Nordic,1.16,0.843,8482.15,False,0.0,0.136,2989.0,ssd,4444.9909,65.4105,82.06,8,2.1104
deploy_03853,container,web_service,8,128,0.772,0.583,7.37,0.027,Nordic,1.12,0.376,7010.12,False,0.0,1.847,2561.9,nvme,2548.1314,158.9053,77.56,1,1.771
deploy_03854,container,batch_processing,4,128,0.95,0.835,4.5,0.08,EU_Central,1.3,0.56,4867.99,False,0.0,0.095,7955.6,nvme,,321.0396,90.66,7,1.5214
deploy_03855,container,data_processing,16,128,0.645,0.488,0.85,0.05,US_East,1.27,0.555,1506.92,True,6.0,5.144,3843.1,nvme,747.3346,133.0151,68.94,3,2.1197
deploy_03856,vm,ml_training,8,64,0.1,0.568,20.8,0.211,EU_Central,1.44,0.815,4602.35,True,3.0,5.475,6873.4,hdd,736.8166,47.8338,44.72,4,1.0753
deploy_03857,vm,cache_service,32,128,0.149,0.56,74.85,0.222,US_East,1.42,0.436,5308.85,False,0.0,6.79,,ssd,2587.4939,583.2957,46.09,10,2.9711
deploy_03858,vm,api_gateway,4,64,0.3,0.441,139.9,0.228,Canada,1.3,0.344,5803.65,False,0.0,0.843,6082.4,ssd,885.6778,87.1285,48.37,11,0.8689
deploy_03859,container,database,32,32,0.543,0.814,4.46,0.063,Australia,1.52,0.697,,False,0.0,3.976,8779.7,ssd,1711.5385,347.1978,74.26,6,1.9806
deploy_03860,container,streaming,1,4,0.95,0.587,0.97,,EU_Central,1.44,0.749,392.43,True,5.0,19.36,5115.5,ssd,13.5801,1.1526,84.11,6,0.1684
deploy_03861,container,api_gateway,1,4,0.66,0.335,19.03,0.057,Canada,1.27,0.755,434.46,False,0.0,0.629,5645.7,ssd,10.7914,0.3965,64.72,11,0.1185
deploy_03862,container,api_gateway,1,16,0.534,0.413,5.36,0.045,Asia_Pacific,1.37,0.427,6844.57,True,3.0,3.515,3874.6,nvme,325.7309,111.9325,62.37,4,0.2374
deploy_03863,container,data_processing,1,1,0.943,0.642,,0.049,Canada,1.09,0.678,,False,0.0,0.17,,hdd,45.5775,2.2043,85.5,1,0.0853
deploy_03864,container,api_gateway,8,32,,0.486,2.2,0.052,Asia_Pacific,1.48,0.732,309.25,False,0.0,0.344,9003.1,nvme,66.5085,10.0078,62.21,6,0.746
deploy_03865,vm,batch_processing,16,1,,0.195,38.48,0.171,Australia,1.6,0.592,2269.15,False,0.0,2.931,1153.6,nvme,990.2188,282.8081,68.56,4,0.8494
deploy_03866,vm,web_service,8,4,0.458,0.516,19.88,0.177,US_East,1.56,0.379,2203.92,False,0.0,0.499,8595.5,hdd,,79.6332,58.47,10,0.5186
deploy_03867,container,cache_service,4,8,0.294,0.9,,0.019,Nordic,1.22,0.15,1564.09,True,5.0,4.455,5658.5,ssd,74.495,6.3288,68.18,2,0.3648
deploy_03868,vm,api_gateway,4,8,0.281,,10.51,0.121,Australia,1.49,0.14,8707.26,True,7.0,0.133,4600.1,ssd,548.9138,330.6222,48.73,2,0.3563
deploy_03869,container,database,1,128,0.399,0.9,1.25,0.044,US_West,1.49,0.69,5768.15,False,0.0,2.187,3989.9,ssd,1407.747,130.7583,71.61,1,1.3873
deploy_03870,vm,web_service,32,128,0.517,,20.44,0.17,US_East,1.42,0.629,2108.11,True,5.0,2.862,6696.7,ssd,1760.99,252.1768,48.56,6,2.8939
deploy_03871,container,api_gateway,16,2,0.339,0.428,1.51,0.053,Australia,1.45,0.11,6866.66,False,0.0,0.215,5937.1,hdd,1485.026,925.3346,54.8,2,0.8974
deploy_03872,vm,streaming,32,1,0.1,0.444,30.87,0.354,EU_Central,1.32,0.452,1189.13,True,5.0,2.303,7990.6,ssd,377.9336,72.4293,36.7,9,1.702
deploy_03873,container,cache_service,32,2,0.414,0.9,3.09,0.021,Australia,1.5,0.731,2442.01,False,0.0,0.293,544.1,nvme,1070.2425,201.4915,72.93,4,1.6458
deploy_03874,container,ml_training,2,32,0.95,0.9,3.01,0.088,EU_Central,1.47,0.777,6771.6,True,8.0,0.868,2387.2,hdd,981.9871,76.6443,92.35,3,0.4652
deploy_03875,container,api_gateway,8,1,0.592,,0.78,0.063,EU_Central,1.37,0.272,6518.55,True,7.0,4.218,7246.7,ssd,937.0829,238.7456,66.38,4,0.4697
deploy_03876,container,cache_service,4,64,0.383,0.9,2.93,0.058,Australia,1.5,0.819,5983.68,True,2.0,5.81,239.7,ssd,1080.9082,127.9563,70.61,8,0.8938
deploy_03877,container,web_service,2,32,,0.891,3.36,0.072,US_West,1.33,0.839,2025.09,False,,0.34,3224.4,nvme,219.5487,10.6158,83.68,5,0.5026
deploy_03878,vm,batch_processing,16,32,0.95,0.464,30.7,0.139,EU_Central,1.46,0.783,4631.48,True,6.0,1.614,8111.1,nvme,,171.6104,77.75,11,1.1862
deploy_03879,container,cache_service,32,128,0.252,0.9,3.62,0.084,US_East,1.36,0.275,2209.9,True,5.0,0.194,5691.4,hdd,1138.7795,330.1999,64.54,11,2.9008
deploy_03880,container,microservice,16,128,0.289,0.436,1.37,0.063,Australia,1.36,0.568,3539.12,True,6.0,268.205,210.8,ssd,1524.5673,437.7995,52.77,6,2.1124
deploy_03881,container,web_service,32,1,0.706,0.473,2.51,,Canada,1.24,0.396,7898.56,True,2.0,4.079,5905.2,ssd,3955.6749,,70.78,3,1.6895
deploy_03882,container,batch_processing,1,4,0.696,0.539,,0.038,Australia,1.42,0.541,429.15,False,0.0,1.699,4685.0,nvme,11.4778,3.6854,72.9,3,
deploy_03883,vm,api_gateway,4,32,0.5,0.483,22.63,,EU_Central,1.24,0.372,,True,7.0,3.066,8260.3,ssd,27.5467,6.0578,54.64,12,0.5411
deploy_03884,vm,ml_training,16,128,,0.355,11.82,0.055,Nordic,1.15,0.631,2663.05,True,4.0,3.958,4877.5,hdd,1543.0427,56.9758,77.02,2,2.1691
deploy_03885,container,data_processing,8,2,0.724,0.808,7.09,0.073,Nordic,,0.754,5173.56,True,4.0,3.618,4289.1,hdd,647.538,15.5648,81.03,8,0.4515
deploy_03886,vm,database,32,128,0.384,0.602,,0.312,Australia,1.61,0.189,3817.52,True,,0.234,2643.6,ssd,3215.8687,1785.4636,54.08,8,2.9495
deploy_03887,container,ml_training,32,64,0.95,0.9,0.8,0.072,US_West,1.15,0.275,6845.5,True,6.0,,4022.0,ssd,4960.0135,1078.2665,92.84,5,2.2719
deploy_03888,container,microservice,2,64,0.263,0.418,2.16,0.031,EU_Central,,0.767,3570.82,True,4.0,0.707,5451.7,ssd,,29.7221,52.13,7,0.7918
deploy_03889,container,ml_training,2,1,0.95,0.857,9.55,0.08,Australia,1.41,0.703,1762.39,False,0.0,2.165,4943.0,ssd,82.7576,17.2053,91.31,10,0.183
deploy_03890,container,streaming,1,2,0.95,0.625,2.25,0.05,Australia,1.44,0.133,2822.9,False,0.0,9.263,7326.9,hdd,,47.3795,85.23,6,0.1683
deploy_03891,container,api_gateway,1,4,0.389,0.396,,0.033,US_East,1.51,,6358.64,False,0.0,4.705,6576.7,nvme,159.2024,29.5428,56.45,6,0.1487
deploy_03892,vm,streaming,16,16,0.354,0.179,20.6,0.275,Australia,1.62,0.138,8427.69,False,0.0,1.394,8985.5,nvme,2703.0111,1562.7964,41.32,8,1.0309
deploy_03893,container,batch_processing,32,4,0.95,0.279,0.71,,US_East,1.52,0.47,4423.82,False,0.0,,5933.0,ssd,3214.3408,681.4961,75.98,11,1.6525
deploy_03894,container,api_gateway,4,1,0.918,0.407,0.9,0.044,Asia_Pacific,1.59,0.308,4742.86,True,5.0,0.964,9343.2,nvme,540.7737,212.7781,77.61,8,0.2282
